Datetime (he),PV Gen (kW/rated kW)/1,PV Gen (kW/rated kW)/2,System Load (kW),Site Load (kW),Site Load (kW)/1,FR Price ($/kW),DA Price ($/kWh),Reg Up Price ($/kW),Reg Down Price ($/kW),Deferral Load (kW),NSR Price ($/kW),SR Price ($/kW),RA Active (y/n),VAR Reservation (%),POI: Max Export (kW),POI: Max Import (kW),Aggregate Energy Max (kWh),Aggregate Energy Min (kWh),Critical Load (kW),Battery: Charge Min (kW)/1,Battery: Charge Max (kW)/1,Battery: Energy Max (kWh)/1,Battery: Energy Min (kWh)/1,Battery: Discharge Min (kW)/1,Battery: Discharge Max (kW)/1,LF Price ($/kW)
1/16/2017 23:00,0,0,5395.808162,539.5808162,539.5808162,0.01,37.10493,37.10493,37.10493,6680,0,0,0,0,1900,-1900,9000,0,107.9161632,,,,,,,0
1/17/2017 0:00,0,0,4658.907488,465.8907488,465.8907488,0.01,35.01121,35.01121,35.01121,5881,0,0,0,0,1900,-1900,9000,0,93.17814976,,,,,,,0
1/17/2017 1:00,0,0,5500.435724,550.0435724,550.0435724,0.01,29.24291,29.24291,29.24291,5616,0,0,0,0,1900,-1900,9000,0,110.0087145,,,,,,,0
1/17/2017 2:00,0,0,5029.758141,502.9758141,502.9758141,0.01,28.65845,28.65845,28.65845,5293,0,0,0,0,1900,-1900,9000,0,100.5951628,,,,,,,0
1/17/2017 3:00,0,0,5473.65123,547.365123,547.365123,0.01,28.07091,28.07091,28.07091,5293,0,0,0,0,1900,-1900,9000,0,109.4730246,,,,,,,0
1/17/2017 4:00,0,0,4902.798104,490.2798104,490.2798104,0.01,28.2285,28.2285,28.2285,5293,0,0,0,0,1900,-1900,9000,0,98.05596208,,,,,,,0
1/17/2017 5:00,0,0,5435.575562,543.5575562,543.5575562,0.01,29.22909,29.22909,29.22909,5293,0,0,0,0,1900,-1900,9000,0,108.7115112,,,,,,,0
1/17/2017 6:00,0,0,5413.988385,541.3988385,541.3988385,0.01,34.47111,34.47111,34.47111,5281,0,0,0,0,1900,-1900,9000,0,108.2797677,,,,,,,0
1/17/2017 7:00,0,0,7030.02746,703.002746,703.002746,0.01,43.36758,43.36758,43.36758,5764,0,0,0,0,1900,-1900,9000,0,140.6005492,,,,,,,0
1/17/2017 8:00,0.072645,0.012173967,5200.290166,520.0290166,520.0290166,0.01,49.62052,49.62052,49.62052,6204,0,0,0,10,1900,-1900,9000,0,104.0058033,,,,,,,0
1/17/2017 9:00,0.3492565,0.020317916,10507.76893,1050.776893,1050.776893,0.01,37.71387,37.71387,37.71387,6592,0,0,0,10,1900,-1900,9000,0,210.1553786,,,,,,,0
1/17/2017 10:00,0.50068,0.179623252,10142.12202,1014.212202,1014.212202,0.01,31.64626,31.64626,31.64626,7002,0,0,0,10,1900,-1900,9000,0,202.8424404,,,,,,,0
1/17/2017 11:00,0.570715,0.16816502,9648.870534,964.8870534,964.8870534,0.01,27.72241,27.72241,27.72241,6792,0,0,0,10,1900,-1900,9000,0,192.9774107,,,,,,,0
1/17/2017 12:00,0.815305,0.049523728,9642.801339,964.2801339,964.2801339,0.01,26.26908,26.26908,26.26908,6577,0,0,0,10,1900,-1900,9000,0,192.8560268,,,,,,,0
1/17/2017 13:00,0.699645,0.414752899,9143.191664,914.3191664,914.3191664,0.01,23.97515,23.97515,23.97515,7075,0,0,0,10,1900,-1900,9000,0,182.8638333,,,,,,,0
1/17/2017 14:00,0.688365,0.041928887,9639.798287,963.9798287,963.9798287,0.01,21.7427,21.7427,21.7427,6592,0,0,0,10,1900,-1900,9000,0,192.7959657,,,,,,,0
1/17/2017 15:00,0.75802,0.314434821,9640.80761,964.080761,964.080761,0.01,26.17344,26.17344,26.17344,6801,0,0,0,10,1900,-1900,9000,0,192.8161522,,,,,,,0
1/17/2017 16:00,0.4509885,0.249311735,9643.471868,964.3471868,964.3471868,0.01,30.44828,30.44828,30.44828,6238,0,0,0,10,1900,-1900,9000,0,192.8694374,,,,,,,0
1/17/2017 17:00,0.258496,0.157000267,10306.59477,1030.659477,1030.659477,0.01,39.88084,39.88084,39.88084,6016,0,0,0,10,1900,-1900,9000,0,206.1318954,,,,,,,0
1/17/2017 18:00,0,0,9524.757394,952.4757394,952.4757394,0.01,52.14712,52.14712,52.14712,6191,0,0,0,0,1900,-1900,9000,0,190.4951479,,,,,,,0
1/17/2017 19:00,0,0,7537.344896,753.7344896,753.7344896,0.01,51.04279,51.04279,51.04279,7064,0,0,0,0,1900,-1900,9000,0,150.7468979,,,,,,,0
1/17/2017 20:00,0,0,7299.66278,729.966278,729.966278,0.01,49.05705,49.05705,49.05705,6916,0,0,0,0,1900,-1900,9000,0,145.9932556,,,,,,,0
1/17/2017 21:00,0,0,5814.472443,581.4472443,581.4472443,0.01,44.71848,44.71848,44.71848,7011,0,0,0,0,1900,-1900,9000,0,116.2894489,,,,,,,0
1/17/2017 22:00,0,0,5576.254783,557.6254783,557.6254783,0.01,38.42025,38.42025,38.42025,6767,0,0,0,0,1900,-1900,9000,0,111.5250957,,,,,,,0
1/17/2017 23:00,0,0,3493.568991,349.3568991,349.3568991,0.01,35.50685,35.50685,35.50685,6230,0,0,0,0,1900,-1900,9000,0,69.87137982,,,,,,,0
1/18/2017 0:00,0,0,3262.060666,326.2060666,326.2060666,0.01,31.90315,31.90315,31.90315,5702,0,0,0,0,1900,-1900,9000,0,65.24121332,,,,,,,0
1/18/2017 1:00,0,0,4368.166484,436.8166484,436.8166484,0.01,28.56745,28.56745,28.56745,5507,0,0,0,0,1900,-1900,9000,0,87.36332968,,,,,,,0
1/18/2017 2:00,0,0,4810.326214,481.0326214,481.0326214,0.01,27.81621,27.81621,27.81621,5469,0,0,0,0,1900,-1900,9000,0,96.20652428,,,,,,,0
1/18/2017 3:00,0,0,5290.175925,529.0175925,529.0175925,0.01,27.45879,27.45879,27.45879,4956,0,0,0,0,1900,-1900,9000,0,105.8035185,,,,,,,0
1/18/2017 4:00,0,0,4806.177243,480.6177243,480.6177243,0.01,27.78483,27.78483,27.78483,4956,0,0,0,0,1900,-1900,9000,0,96.12354486,,,,,,,0
1/18/2017 5:00,0,0,5407.169759,540.7169759,540.7169759,0.01,28.1207,28.1207,28.1207,4956,0,0,0,0,1900,-1900,9000,0,108.1433952,,,,,,,0
1/18/2017 6:00,0,0,5533.889191,553.3889191,553.3889191,0.01,33.50404,33.50404,33.50404,4956,0,0,0,0,1900,-1900,9000,0,110.6777838,,,,,,,0
1/18/2017 7:00,0,0,6952.287762,695.2287762,695.2287762,0.01,42.54444,42.54444,42.54444,5529,0,0,0,0,1900,-1900,9000,0,139.0457552,,,,,,,0
1/18/2017 8:00,0.0734655,0.057204914,5232.482229,523.2482229,523.2482229,0.01,48.96696,48.96696,48.96696,6269,0,0,0,10,1900,-1900,9000,0,104.6496446,,,,,,,0
1/18/2017 9:00,0.1286215,0.022549453,10537.14509,1053.714509,1053.714509,0.01,36.78094,36.78094,36.78094,6260,0,0,0,10,1900,-1900,9000,0,210.7429018,,,,,,,0
1/18/2017 10:00,0.65934,0.218943611,10168.5791,1016.85791,1016.85791,0.01,31.35271,31.35271,31.35271,6413,0,0,0,10,1900,-1900,9000,0,203.371582,,,,,,,0
1/18/2017 11:00,0.665825,0.299822094,9678.962667,967.8962667,967.8962667,0.01,28.28594,28.28594,28.28594,6700,0,0,0,10,1900,-1900,9000,0,193.5792533,,,,,,,0
1/18/2017 12:00,0.94029,0.875528688,9681.155986,968.1155986,968.1155986,0.01,27.52138,27.52138,27.52138,7176,0,0,0,10,1900,-1900,9000,0,193.6231197,,,,,,,0
1/18/2017 13:00,0.95698,0.952096441,9192.977285,919.2977285,919.2977285,0.01,26.31777,26.31777,26.31777,6536,0,0,0,10,1900,-1900,9000,0,183.8595457,,,,,,,0
1/18/2017 14:00,0.901075,0.770482207,9681.173779,968.1173779,968.1173779,0.01,24.71169,24.71169,24.71169,7002,0,0,0,10,1900,-1900,9000,0,193.6234756,,,,,,,0
1/18/2017 15:00,0.76823,0.707722657,9675.77109,967.577109,967.577109,0.01,26.97223,26.97223,26.97223,6981,0,0,0,10,1900,-1900,9000,0,193.5154218,,,,,,,0
1/18/2017 16:00,0.55238,0.204239769,9676.396659,967.6396659,967.6396659,0.01,30.87046,30.87046,30.87046,6971,0,0,0,10,1900,-1900,9000,0,193.5279332,,,,,,,0
1/18/2017 17:00,0.220662,0.172089907,10250.94842,1025.094842,1025.094842,0.01,36.9009,36.9009,36.9009,6601,0,0,0,10,1900,-1900,9000,0,205.0189684,,,,,,,0
1/18/2017 18:00,0,0,9550.679315,955.0679315,955.0679315,0.01,49.81662,49.81662,49.81662,7325,0,0,0,0,1900,-1900,9000,0,191.0135863,,,,,,,0
1/18/2017 19:00,0,0,7557.991428,755.7991428,755.7991428,0.01,48.66292,48.66292,48.66292,7472,0,0,0,0,1900,-1900,9000,0,151.1598286,,,,,,,0
1/18/2017 20:00,0,0,7314.014486,731.4014486,731.4014486,0.01,45.53325,45.53325,45.53325,7404,0,0,0,0,1900,-1900,9000,0,146.2802897,,,,,,,0
1/18/2017 21:00,0,0,5820.322452,582.0322452,582.0322452,0.01,42.38242,42.38242,42.38242,7402,0,0,0,0,1900,-1900,9000,0,116.406449,,,,,,,0
1/18/2017 22:00,0,0,5576.414356,557.6414356,557.6414356,0.01,35.80791,35.80791,35.80791,7044,0,0,0,0,1900,-1900,9000,0,111.5282871,,,,,,,0
1/18/2017 23:00,0,0,3574.512186,357.4512186,357.4512186,0.01,33.4121,33.4121,33.4121,6535,0,0,0,0,1900,-1900,9000,0,71.49024372,,,,,,,0
1/19/2017 0:00,0,0,3266.157181,326.6157181,326.6157181,0.01,29.67455,29.67455,29.67455,5913,0,0,0,0,1900,-1900,9000,0,65.32314362,,,,,,,0
1/19/2017 1:00,0,0,4323.089311,432.3089311,432.3089311,0.01,22.02542,22.02542,22.02542,5438,0,0,0,0,1900,-1900,9000,0,86.46178622,,,,,,,0
1/19/2017 2:00,0,0,5287.239446,528.7239446,528.7239446,0.01,22.19677,22.19677,22.19677,5259,0,0,0,0,1900,-1900,9000,0,105.7447889,,,,,,,0
1/19/2017 3:00,0,0,4810.811175,481.0811175,481.0811175,0.01,21.36566,21.36566,21.36566,5259,0,0,0,0,1900,-1900,9000,0,96.2162235,,,,,,,0
1/19/2017 4:00,0,0,5283.199206,528.3199206,528.3199206,0.01,21.35354,21.35354,21.35354,5259,0,0,0,0,1900,-1900,9000,0,105.6639841,,,,,,,0
1/19/2017 5:00,0,0,4929.622989,492.9622989,492.9622989,0.01,22.09497,22.09497,22.09497,5259,0,0,0,0,1900,-1900,9000,0,98.59245978,,,,,,,0
1/19/2017 6:00,0,0,5993.863373,599.3863373,599.3863373,0.01,30.52025,30.52025,30.52025,6248,0,0,0,0,1900,-1900,9000,0,119.8772675,,,,,,,0
1/19/2017 7:00,0,0,6955.124818,695.5124818,695.5124818,0.01,40.95785,40.95785,40.95785,6519,0,0,0,0,1900,-1900,9000,0,139.1024964,,,,,,,0
1/19/2017 8:00,0.0764755,0.073298125,5231.759983,523.1759983,523.1759983,0.01,48.67634,48.67634,48.67634,7087,0,0,0,10,1900,-1900,9000,0,104.6351997,,,,,,,0
1/19/2017 9:00,0.4012135,0.205657662,10536.41078,1053.641078,1053.641078,0.01,41.57484,41.57484,41.57484,8464,0,0,0,10,1900,-1900,9000,0,210.7282156,,,,,,,0
1/19/2017 10:00,0.570305,0.338596329,10167.499,1016.7499,1016.7499,0.01,34.60305,34.60305,34.60305,6994,0,0,0,10,1900,-1900,9000,0,203.34998,,,,,,,0
1/19/2017 11:00,0.834115,0.04081648,9677.983198,967.7983198,967.7983198,0.01,30.38638,30.38638,30.38638,7070,0,0,0,10,1900,-1900,9000,0,193.559664,,,,,,,0
1/19/2017 12:00,0.939545,0.269381612,9673.640751,967.3640751,967.3640751,0.01,27.12911,27.12911,27.12911,6913,0,0,0,10,1900,-1900,9000,0,193.472815,,,,,,,0
1/19/2017 13:00,0.845225,0.170380243,9171.280864,917.1280864,917.1280864,0.01,25.59854,25.59854,25.59854,7320,0,0,0,10,1900,-1900,9000,0,183.4256173,,,,,,,0
1/19/2017 14:00,0.68308,0.523923244,9668.674885,966.8674885,966.8674885,0.01,25.96293,25.96293,25.96293,6777,0,0,0,10,1900,-1900,9000,0,193.3734977,,,,,,,0
1/19/2017 15:00,0.514575,0.380391397,9658.061014,965.8061014,965.8061014,0.01,26.08297,26.08297,26.08297,6613,0,0,0,10,1900,-1900,9000,0,193.1612203,,,,,,,0
1/19/2017 16:00,0.326362,0.209753584,9641.697815,964.1697815,964.1697815,0.01,29.46949,29.46949,29.46949,6515,0,0,0,10,1900,-1900,9000,0,192.8339563,,,,,,,0
1/19/2017 17:00,0.2699885,0.246037949,10210.38692,1021.038692,1021.038692,0.01,36.03684,36.03684,36.03684,7063,0,0,0,10,1900,-1900,9000,0,204.2077384,,,,,,,0
1/19/2017 18:00,0,0,9510.912288,951.0912288,951.0912288,0.01,50,50,50,7384,0,0,0,0,1900,-1900,9000,0,190.2182458,,,,,,,0
1/19/2017 19:00,0,0,7519.384851,751.9384851,751.9384851,0.01,47.50993,47.50993,47.50993,7824,0,0,0,0,1900,-1900,9000,0,150.387697,,,,,,,0
1/19/2017 20:00,0,0,7276.813716,727.6813716,727.6813716,0.01,42.44786,42.44786,42.44786,7936,0,0,0,0,1900,-1900,9000,0,145.5362743,,,,,,,0
1/19/2017 21:00,0,0,5783.906053,578.3906053,578.3906053,0.01,40.33912,40.33912,40.33912,8201,0,0,0,0,1900,-1900,9000,0,115.6781211,,,,,,,0
1/19/2017 22:00,0,0,5540.225379,554.0225379,554.0225379,0.01,34.98473,34.98473,34.98473,7497,0,0,0,0,1900,-1900,9000,0,110.8045076,,,,,,,0
1/19/2017 23:00,0,0,3493.569005,349.3569005,349.3569005,0.01,31.78192,31.78192,31.78192,6681,0,0,0,0,1900,-1900,9000,0,69.8713801,,,,,,,0
1/20/2017 0:00,0,0,2999.921415,299.9921415,299.9921415,0.01,28.01805,28.01805,28.01805,5942,0,0,0,0,1900,-1900,9000,0,59.9984283,,,,,,,0
1/20/2017 1:00,0,0,3267.04903,326.704903,326.704903,0.01,27.21698,27.21698,27.21698,5747,0,0,0,0,1900,-1900,9000,0,65.3409806,,,,,,,0
1/20/2017 2:00,0,0,3179.221671,317.9221671,317.9221671,0.01,25.37198,25.37198,25.37198,5616,0,0,0,0,1900,-1900,9000,0,63.58443342,,,,,,,0
1/20/2017 3:00,0,0,3214.970578,321.4970578,321.4970578,0.01,24.40452,24.40452,24.40452,5616,0,0,0,0,1900,-1900,9000,0,64.29941156,,,,,,,0
1/20/2017 4:00,0,0,3127.054725,312.7054725,312.7054725,0.01,24.17906,24.17906,24.17906,5616,0,0,0,0,1900,-1900,9000,0,62.5410945,,,,,,,0
1/20/2017 5:00,0,0,3274.042252,327.4042252,327.4042252,0.01,25.05231,25.05231,25.05231,5616,0,0,0,0,1900,-1900,9000,0,65.48084504,,,,,,,0
1/20/2017 6:00,0,0,3722.808441,372.2808441,372.2808441,0.01,31.48925,31.48925,31.48925,6118,0,0,0,0,1900,-1900,9000,0,74.45616882,,,,,,,0
1/20/2017 7:00,0,0,7013.497789,701.3497789,701.3497789,0.01,39.98667,39.98667,39.98667,6674,0,0,0,0,1900,-1900,9000,0,140.2699558,,,,,,,0
1/20/2017 8:00,0.0779,0.031550944,5186.806286,518.6806286,518.6806286,0.01,44.51,44.51,44.51,7532,0,0,0,10,1900,-1900,9000,0,103.7361257,,,,,,,0
1/20/2017 9:00,0.4040515,0.090980569,10492.43898,1049.243898,1049.243898,0.01,41.46049,41.46049,41.46049,8508,0,0,0,10,1900,-1900,9000,0,209.8487796,,,,,,,0
1/20/2017 10:00,0.1246955,0.005616768,10123.33887,1012.333887,1012.333887,0.01,35.48603,35.48603,35.48603,7403,0,0,0,10,1900,-1900,9000,0,202.4667774,,,,,,,0
1/20/2017 11:00,0.86674,0.009676939,9634.670212,963.4670212,963.4670212,0.01,35.69763,35.69763,35.69763,7496,0,0,0,10,1900,-1900,9000,0,192.6934042,,,,,,,0
1/20/2017 12:00,0.97073,0.748570505,9634.512413,963.4512413,963.4512413,0.01,32.34129,32.34129,32.34129,7155,0,0,0,10,1900,-1900,9000,0,192.6902483,,,,,,,0
1/20/2017 13:00,0.99201,0.342514241,9135.67382,913.567382,913.567382,0.01,29.99404,29.99404,29.99404,7073,0,0,0,10,1900,-1900,9000,0,182.7134764,,,,,,,0
1/20/2017 14:00,0.93203,0.395904357,9634.081624,963.4081624,963.4081624,0.01,29.73968,29.73968,29.73968,7288,0,0,0,10,1900,-1900,9000,0,192.6816325,,,,,,,0
1/20/2017 15:00,0.789975,0.725200183,9633.604042,963.3604042,963.3604042,0.01,29.62986,29.62986,29.62986,7116,0,0,0,10,1900,-1900,9000,0,192.6720808,,,,,,,0
1/20/2017 16:00,0.571385,0.06839667,9633.068079,963.3068079,963.3068079,0.01,31.60938,31.60938,31.60938,7134,0,0,0,10,1900,-1900,9000,0,192.6613616,,,,,,,0
1/20/2017 17:00,0.1506975,0.072736447,10206.85089,1020.685089,1020.685089,0.01,34.78938,34.78938,34.78938,7045,0,0,0,10,1900,-1900,9000,0,204.1370178,,,,,,,0
1/20/2017 18:00,0,0,9505.991044,950.5991044,950.5991044,0.01,46.23538,46.23538,46.23538,7271,0,0,0,0,1900,-1900,9000,0,190.1198209,,,,,,,0
1/20/2017 19:00,0,0,7514.133844,751.4133844,751.4133844,0.01,44.24501,44.24501,44.24501,7915,0,0,0,0,1900,-1900,9000,0,150.2826769,,,,,,,0
1/20/2017 20:00,0,0,7270.428741,727.0428741,727.0428741,0.01,40.71242,40.71242,40.71242,7862,0,0,0,0,1900,-1900,9000,0,145.4085748,,,,,,,0
1/20/2017 21:00,0,0,5775.915324,577.5915324,577.5915324,0.01,37.9504,37.9504,37.9504,7794,0,0,0,0,1900,-1900,9000,0,115.5183065,,,,,,,0
1/20/2017 22:00,0,0,5531.920521,553.1920521,553.1920521,0.01,34.42563,34.42563,34.42563,7372,0,0,0,0,1900,-1900,9000,0,110.6384104,,,,,,,0
1/20/2017 23:00,0,0,3493.569018,349.3569018,349.3569018,0.01,32.74057,32.74057,32.74057,6841,0,0,0,0,1900,-1900,9000,0,69.87138036,,,,,,,0
1/21/2017 0:00,0,0,2999.921425,299.9921425,299.9921425,0.01,28.73531,28.73531,28.73531,6015,0,0,0,0,1900,-1900,9000,0,59.9984285,,,,,,,0
1/21/2017 1:00,0,0,2543.97442,254.397442,254.397442,0.01,31.44,31.44,31.44,5620,0,0,0,0,1900,-1900,9000,0,50.8794884,,,,,,,0
1/21/2017 2:00,0,0,2688.856241,268.8856241,268.8856241,0.01,28.87,28.87,28.87,5545,0,0,0,0,1900,-1900,9000,0,53.77712482,,,,,,,0
1/21/2017 3:00,0,0,2751.425253,275.1425253,275.1425253,0.01,28.71434,28.71434,28.71434,5028,0,0,0,0,1900,-1900,9000,0,55.02850506,,,,,,,0
1/21/2017 4:00,0,0,2639.685652,263.9685652,263.9685652,0.01,27.15367,27.15367,27.15367,5028,0,0,0,0,1900,-1900,9000,0,52.79371304,,,,,,,0
1/21/2017 5:00,0,0,2793.454333,279.3454333,279.3454333,0.01,28.71376,28.71376,28.71376,5028,0,0,0,0,1900,-1900,9000,0,55.86908666,,,,,,,0
1/21/2017 6:00,0,0,2990.525652,299.0525652,299.0525652,0.01,30.82908,30.82908,30.82908,6638,0,0,0,0,1900,-1900,9000,0,59.81051304,,,,,,,0
1/21/2017 7:00,0,0,7048.307106,704.8307106,704.8307106,0.01,31.14879,31.14879,31.14879,6232,0,0,0,0,1900,-1900,9000,0,140.9661421,,,,,,,0
1/21/2017 8:00,0.0408465,0.006401199,4187.624565,418.7624565,418.7624565,0.01,32.20386,32.20386,32.20386,6996,0,0,0,10,1900,-1900,9000,0,83.7524913,,,,,,,0
1/21/2017 9:00,0.4107325,0.405008157,6506.01238,650.601238,650.601238,0.01,28.73604,28.73604,28.73604,7555,0,0,0,10,1900,-1900,9000,0,130.1202476,,,,,,,0
1/21/2017 10:00,0.699535,0.290825482,6137.131136,613.7131136,613.7131136,0.01,25.67932,25.67932,25.67932,7691,0,0,0,10,1900,-1900,9000,0,122.7426227,,,,,,,0
1/21/2017 11:00,0.90299,0.241561107,5645.831174,564.5831174,564.5831174,0.01,23.16888,23.16888,23.16888,7480,0,0,0,10,1900,-1900,9000,0,112.9166235,,,,,,,0
1/21/2017 12:00,1,0.759627415,5644.48109,564.448109,564.448109,0.01,20.0144,20.0144,20.0144,6930,0,0,0,10,1900,-1900,9000,0,112.8896218,,,,,,,0
1/21/2017 13:00,0.87677,0.254482943,5643.992401,564.3992401,564.3992401,0.01,15.88293,15.88293,15.88293,6938,0,0,0,10,1900,-1900,9000,0,112.879848,,,,,,,0
1/21/2017 14:00,0.988625,0.822470254,5643.799334,564.3799334,564.3799334,0.01,15.24825,15.24825,15.24825,7004,0,0,0,10,1900,-1900,9000,0,112.8759867,,,,,,,0
1/21/2017 15:00,0.711205,0.630454557,3153.642528,315.3642528,315.3642528,0.01,21.44392,21.44392,21.44392,7004,0,0,0,10,1900,-1900,9000,0,63.07285056,,,,,,,0
1/21/2017 16:00,0.616565,0.434641797,3154.229446,315.4229446,315.4229446,0.01,28.46634,28.46634,28.46634,7328,0,0,0,10,1900,-1900,9000,0,63.08458892,,,,,,,0
1/21/2017 17:00,0.3029935,0.224973979,3728.804733,372.8804733,372.8804733,0.01,35.66704,35.66704,35.66704,6991,0,0,0,10,1900,-1900,9000,0,74.57609466,,,,,,,0
1/21/2017 18:00,0,0,3775.71344,377.571344,377.571344,0.01,48.63709,48.63709,48.63709,7132,0,0,0,0,1900,-1900,9000,0,75.5142688,,,,,,,0
1/21/2017 19:00,0,0,3479.299884,347.9299884,347.9299884,0.01,48.9787,48.9787,48.9787,7704,0,0,0,0,1900,-1900,9000,0,69.58599768,,,,,,,0
1/21/2017 20:00,0,0,3234.855933,323.4855933,323.4855933,0.01,43.77586,43.77586,43.77586,8127,0,0,0,0,1900,-1900,9000,0,64.69711866,,,,,,,0
1/21/2017 21:00,0,0,3234.855934,323.4855934,323.4855934,0.01,41.32273,41.32273,41.32273,7830,0,0,0,0,1900,-1900,9000,0,64.69711868,,,,,,,0
1/21/2017 22:00,0,0,3168.218387,316.8218387,316.8218387,0.01,38.6941,38.6941,38.6941,7478,0,0,0,0,1900,-1900,9000,0,63.36436774,,,,,,,0
1/21/2017 23:00,0,0,3063.86229,306.386229,306.386229,0.01,36.21074,36.21074,36.21074,7109,0,0,0,0,1900,-1900,9000,0,61.2772458,,,,,,,0
1/22/2017 0:00,0,0,2886.686997,288.6686997,288.6686997,0.01,31.00476,31.00476,31.00476,5915,0,0,0,0,1900,-1900,9000,0,57.73373994,,,,,,,0
1/22/2017 1:00,0,0,2684.132616,268.4132616,268.4132616,0.01,27.94341,27.94341,27.94341,5761,0,0,0,0,1900,-1900,9000,0,53.68265232,,,,,,,0
1/22/2017 2:00,0,0,2733.708292,273.3708292,273.3708292,0.01,27.12682,27.12682,27.12682,5420,0,0,0,0,1900,-1900,9000,0,54.67416584,,,,,,,0
1/22/2017 3:00,0,0,2644.230277,264.4230277,264.4230277,0.01,25.68387,25.68387,25.68387,5420,0,0,0,0,1900,-1900,9000,0,52.88460554,,,,,,,0
1/22/2017 4:00,0,0,2654.701048,265.4701048,265.4701048,0.01,26.19957,26.19957,26.19957,5420,0,0,0,0,1900,-1900,9000,0,53.09402096,,,,,,,0
1/22/2017 5:00,0,0,4882.456776,488.2456776,488.2456776,0.01,26.36754,26.36754,26.36754,5420,0,0,0,0,1900,-1900,9000,0,97.64913552,,,,,,,0
1/22/2017 6:00,0,0,4579.171525,457.9171525,457.9171525,0.01,27.91909,27.91909,27.91909,5899,0,0,0,0,1900,-1900,9000,0,91.5834305,,,,,,,0
1/22/2017 7:00,0,0,5696.744476,569.6744476,569.6744476,0.01,30.91391,30.91391,30.91391,6060,0,0,0,0,1900,-1900,9000,0,113.9348895,,,,,,,0
1/22/2017 8:00,0.0862015,0.008393725,5023.554018,502.3554018,502.3554018,0.01,32.34867,32.34867,32.34867,6951,0,0,0,10,1900,-1900,9000,0,100.4710804,,,,,,,0
1/22/2017 9:00,0.426154,0.133132951,5416.338419,541.6338419,541.6338419,0.01,34.35799,34.35799,34.35799,7342,0,0,0,10,1900,-1900,9000,0,108.3267684,,,,,,,0
1/22/2017 10:00,0.710515,0.101716229,4564.445162,456.4445162,456.4445162,0.01,32.09143,32.09143,32.09143,7566,0,0,0,10,1900,-1900,9000,0,91.28890324,,,,,,,0
1/22/2017 11:00,0.897305,0.36115166,4556.672653,455.6672653,455.6672653,0.01,30.99228,30.99228,30.99228,7166,0,0,0,10,1900,-1900,9000,0,91.13345306,,,,,,,0
1/22/2017 12:00,1,0.447003302,4072.101868,407.2101868,407.2101868,0.01,30.74275,30.74275,30.74275,7276,0,0,0,10,1900,-1900,9000,0,81.44203736,,,,,,,0
1/22/2017 13:00,1,0.516348365,4546.451552,454.6451552,454.6451552,0.01,29.52612,29.52612,29.52612,7751,0,0,0,10,1900,-1900,9000,0,90.92903104,,,,,,,0
1/22/2017 14:00,0.96686,0.854407864,4064.3629,406.43629,406.43629,0.01,29.16903,29.16903,29.16903,6958,0,0,0,10,1900,-1900,9000,0,81.287258,,,,,,,0
1/22/2017 15:00,0.82844,0.371895842,4545.130135,454.5130135,454.5130135,0.01,30.34095,30.34095,30.34095,7009,0,0,0,10,1900,-1900,9000,0,90.9026027,,,,,,,0
1/22/2017 16:00,0.601615,0.559583655,4062.856379,406.2856379,406.2856379,0.01,30.48963,30.48963,30.48963,6910,0,0,0,10,1900,-1900,9000,0,81.25712758,,,,,,,0
1/22/2017 17:00,0.298897,0.057438123,5111.562362,511.1562362,511.1562362,0.01,36.59123,36.59123,36.59123,6685,0,0,0,10,1900,-1900,9000,0,102.2312472,,,,,,,0
1/22/2017 18:00,0,0,5422.671021,542.2671021,542.2671021,0.01,49.49685,49.49685,49.49685,7573,0,0,0,0,1900,-1900,9000,0,108.4534204,,,,,,,0
1/22/2017 19:00,0,0,5894.29465,589.429465,589.429465,0.01,49.79457,49.79457,49.79457,7493,0,0,0,0,1900,-1900,9000,0,117.885893,,,,,,,0
1/22/2017 20:00,0,0,5400.95308,540.095308,540.095308,0.01,48.26666,48.26666,48.26666,7753,0,0,0,0,1900,-1900,9000,0,108.0190616,,,,,,,0
1/22/2017 21:00,0,0,5745.848786,574.5848786,574.5848786,0.01,43.6937,43.6937,43.6937,7581,0,0,0,0,1900,-1900,9000,0,114.9169757,,,,,,,0
1/22/2017 22:00,0,0,5139.650812,513.9650812,513.9650812,0.01,38.74422,38.74422,38.74422,6926,0,0,0,0,1900,-1900,9000,0,102.7930162,,,,,,,0
1/22/2017 23:00,0,0,5226.531283,522.6531283,522.6531283,0.01,34.49981,34.49981,34.49981,6599,0,0,0,0,1900,-1900,9000,0,104.5306257,,,,,,,0
1/23/2017 0:00,0,0,4629.497834,462.9497834,462.9497834,0.01,30.38696,30.38696,30.38696,6126,0,0,0,0,1900,-1900,9000,0,92.58995668,,,,,,,0
1/23/2017 1:00,0,0,5326.051085,532.6051085,532.6051085,0.01,27.24687,27.24687,27.24687,5580,0,0,0,0,1900,-1900,9000,0,106.5210217,,,,,,,0
1/23/2017 2:00,0,0,4987.859612,498.7859612,498.7859612,0.01,26.83039,26.83039,26.83039,5308,0,0,0,0,1900,-1900,9000,0,99.75719224,,,,,,,0
1/23/2017 3:00,0,0,5292.131068,529.2131068,529.2131068,0.01,25.60813,25.60813,25.60813,5308,0,0,0,0,1900,-1900,9000,0,105.8426214,,,,,,,0
