Datetime (he),PV Gen (kW/rated kW)/1,PV Gen (kW/rated kW)/2,System Load (kW),Site Load (kW),Site Load (kW)/1,FR Price ($/kW),DA Price ($/kWh),Reg Up Price ($/kW),Reg Down Price ($/kW),Deferral Load (kW),NSR Price ($/kW),SR Price ($/kW),RA Active (y/n),VAR Reservation (%),POI: Max Export (kW),POI: Max Import (kW),Aggregate Energy Max (kWh),Aggregate Energy Min (kWh),Critical Load (kW),Battery: Charge Min (kW)/1,Battery: Charge Max (kW)/1,Battery: Energy Max (kWh)/1,Battery: Energy Min (kWh)/1,Battery: Discharge Min (kW)/1,Battery: Discharge Max (kW)/1,LF Price ($/kW)
1/1/2017 1:00,0,0,4019.608554,401.9608554,401.9608554,0.01,32.141,32.141,32.141,7475,0,0,0,0,1900,-1900,9000,0,80.39217108,,,,,,,0
1/1/2017 2:00,0,0,3738.652086,373.8652086,373.8652086,0.01,32.09331,32.09331,32.09331,7475,0,0,0,0,1900,-1900,9000,0,74.77304172,,,,,,,0
1/1/2017 3:00,0,0,4054.570141,405.4570141,405.4570141,0.01,31.75182,31.75182,31.75182,7475,0,0,0,0,1900,-1900,9000,0,81.09140282,,,,,,,0
1/1/2017 4:00,0,0,3703.137769,370.3137769,370.3137769,0.01,31.65485,31.65485,31.65485,7475,0,0,0,0,1900,-1900,9000,0,74.06275538,,,,,,,0
1/1/2017 5:00,0,0,4141.420555,414.1420555,414.1420555,0.01,30.78625,30.78625,30.78625,7475,0,0,0,0,1900,-1900,9000,0,82.8284111,,,,,,,0
1/1/2017 6:00,0,0,4050.901661,405.0901661,405.0901661,0.01,32.64,32.64,32.64,7475,0,0,0,0,1900,-1900,9000,0,81.01803322,,,,,,,0
1/1/2017 7:00,0,0,4850.896901,485.0896901,485.0896901,0.01,34.63289,34.63289,34.63289,7475,0,0,0,0,1900,-1900,9000,0,97.01793802,,,,,,,0
1/1/2017 8:00,0.078231,0.01756927,4429.817908,442.9817908,442.9817908,0.01,34.95474,34.95474,34.95474,7475,0,0,0,10,1900,-1900,9000,0,88.59635816,,,,,,,0
1/1/2017 9:00,0.415964,0.300893981,4572.633046,457.2633046,457.2633046,0.01,29.70845,29.70845,29.70845,7475,0,0,0,10,1900,-1900,9000,0,91.45266092,,,,,,,0
1/1/2017 10:00,0.69657,0.190495619,3900.506753,390.0506753,390.0506753,0.01,17.09308,17.09308,17.09308,7475,0,0,0,10,1900,-1900,9000,0,78.01013506,,,,,,,0
1/1/2017 11:00,0.880665,0.855283136,3787.672133,378.7672133,378.7672133,0.01,9.23,9.23,9.23,7475,0,0,0,10,1900,-1900,9000,0,75.75344266,,,,,,,0
1/1/2017 12:00,0.979825,0.600803137,3506.213565,350.6213565,350.6213565,0.01,4.78,4.78,4.78,7475,0,0,0,10,1900,-1900,9000,0,70.1242713,,,,,,,0
1/1/2017 13:00,0.994815,0.696055806,3934.668053,393.4668053,393.4668053,0.01,3.0651,3.0651,3.0651,7475,0,0,0,10,1900,-1900,9000,0,78.69336106,,,,,,,0
1/1/2017 14:00,0.76356,0.265797492,3647.279507,364.7279507,364.7279507,0.01,2.74629,2.74629,2.74629,7475,0,0,0,10,1900,-1900,9000,0,72.94559014,,,,,,,0
1/1/2017 15:00,0.76163,0.487003471,4060.574644,406.0574644,406.0574644,0.01,8.15473,8.15473,8.15473,7475,0,0,0,10,1900,-1900,9000,0,81.21149288,,,,,,,0
1/1/2017 16:00,0.52506,0.14373445,3672.233699,367.2233699,367.2233699,0.01,27.41489,27.41489,27.41489,7475,0,0,0,10,1900,-1900,9000,0,73.44467398,,,,,,,0
1/1/2017 17:00,0.210031,0.122604688,4710.773492,471.0773492,471.0773492,0.01,36.04143,36.04143,36.04143,7475,0,0,0,10,1900,-1900,9000,0,94.21546984,,,,,,,0
1/1/2017 18:00,0,0,4888.333553,488.8333553,488.8333553,0.01,50.59049,50.59049,50.59049,7475,0,0,0,0,1900,-1900,9000,0,97.76667106,,,,,,,0
1/1/2017 19:00,0,0,5180.458057,518.0458057,518.0458057,0.01,51.07051,51.07051,51.07051,7475,0,0,0,0,1900,-1900,9000,0,103.6091611,,,,,,,0
1/1/2017 20:00,0,0,4584.224275,458.4224275,458.4224275,0.01,45.38316,45.38316,45.38316,7475,0,0,0,0,1900,-1900,9000,0,91.6844855,,,,,,,0
1/1/2017 21:00,0,0,4890.245882,489.0245882,489.0245882,0.01,40.96986,40.96986,40.96986,7475,0,0,0,0,1900,-1900,9000,0,97.80491764,,,,,,,0
1/1/2017 22:00,0,0,4297.806113,429.7806113,429.7806113,0.01,43.56135,43.56135,43.56135,7475,0,0,0,0,1900,-1900,9000,0,85.95612226,,,,,,,0
1/1/2017 23:00,0,0,4356.664512,435.6664512,435.6664512,0.01,37.55981,37.55981,37.55981,7475,0,0,0,0,1900,-1900,9000,0,87.13329024,,,,,,,0
1/2/2017 0:00,0,0,3781.996185,378.1996185,378.1996185,0.01,34.47645,34.47645,34.47645,7475,0,0,0,0,1900,-1900,9000,0,75.6399237,,,,,,,0
1/2/2017 1:00,0,0,4460.599365,446.0599365,446.0599365,0.01,31.14284,31.14284,31.14284,7475,0,0,0,0,1900,-1900,9000,0,89.2119873,,,,,,,0
1/2/2017 2:00,0,0,4140.337189,414.0337189,414.0337189,0.01,30.46592,30.46592,30.46592,7475,0,0,0,0,1900,-1900,9000,0,82.80674378,,,,,,,0
1/2/2017 3:00,0,0,4441.120561,444.1120561,444.1120561,0.01,28.94514,28.94514,28.94514,7475,0,0,0,0,1900,-1900,9000,0,88.82241122,,,,,,,0
1/2/2017 4:00,0,0,4124.243146,412.4243146,412.4243146,0.01,28.25863,28.25863,28.25863,7475,0,0,0,0,1900,-1900,9000,0,82.48486292,,,,,,,0
1/2/2017 5:00,0,0,4542.13495,454.213495,454.213495,0.01,29.50415,29.50415,29.50415,7475,0,0,0,0,1900,-1900,9000,0,90.842699,,,,,,,0
1/2/2017 6:00,0,0,4725.139159,472.5139159,472.5139159,0.01,32.90695,32.90695,32.90695,7475,0,0,0,0,1900,-1900,9000,0,94.50278318,,,,,,,0
1/2/2017 7:00,0,0,6870.120292,687.0120292,687.0120292,0.01,34.38349,34.38349,34.38349,7475,0,0,0,0,1900,-1900,9000,0,137.4024058,,,,,,,0
1/2/2017 8:00,0.077027,0.039656979,5235.845867,523.5845867,523.5845867,0.01,35.51462,35.51462,35.51462,7475,0,0,0,10,1900,-1900,9000,0,104.7169173,,,,,,,0
1/2/2017 9:00,0.4210115,0.145114247,10537.25054,1053.725054,1053.725054,0.01,36.06786,36.06786,36.06786,7475,0,0,0,10,1900,-1900,9000,0,210.7450108,,,,,,,0
1/2/2017 10:00,0.69586,0.036254492,10160.55551,1016.055551,1016.055551,0.01,33.04214,33.04214,33.04214,7475,0,0,0,10,1900,-1900,9000,0,203.2111102,,,,,,,0
1/2/2017 11:00,0.87098,0.789724409,9652.977457,965.2977457,965.2977457,0.01,30.66526,30.66526,30.66526,7475,0,0,0,10,1900,-1900,9000,0,193.0595491,,,,,,,0
1/2/2017 12:00,0.96287,0.58463508,9649.857414,964.9857414,964.9857414,0.01,30.52396,30.52396,30.52396,7475,0,0,0,10,1900,-1900,9000,0,192.9971483,,,,,,,0
1/2/2017 13:00,0.973835,0.841204378,9156.603572,915.6603572,915.6603572,0.01,26.6848,26.6848,26.6848,7475,0,0,0,10,1900,-1900,9000,0,183.1320714,,,,,,,0
1/2/2017 14:00,0.91635,0.041839574,9653.800974,965.3800974,965.3800974,0.01,27.51277,27.51277,27.51277,7475,0,0,0,10,1900,-1900,9000,0,193.0760195,,,,,,,0
1/2/2017 15:00,0.7645,0.266584867,9644.672324,964.4672324,964.4672324,0.01,30.49402,30.49402,30.49402,7475,0,0,0,10,1900,-1900,9000,0,192.8934465,,,,,,,0
1/2/2017 16:00,0.531875,0.474961758,9634.341,963.4341,963.4341,0.01,35,35,35,7475,0,0,0,10,1900,-1900,9000,0,192.68682,,,,,,,0
1/2/2017 17:00,0.218492,0.177169927,10380.25356,1038.025356,1038.025356,0.01,41.19692,41.19692,41.19692,7475,0,0,0,10,1900,-1900,9000,0,207.6050712,,,,,,,0
1/2/2017 18:00,0,0,9509.287646,950.9287646,950.9287646,0.01,53.94316,53.94316,53.94316,7475,0,0,0,0,1900,-1900,9000,0,190.1857529,,,,,,,0
1/2/2017 19:00,0,0,7516.196098,751.6196098,751.6196098,0.01,56.2427,56.2427,56.2427,7475,0,0,0,0,1900,-1900,9000,0,150.323922,,,,,,,0
1/2/2017 20:00,0,0,7271.314744,727.1314744,727.1314744,0.01,52.82185,52.82185,52.82185,7475,0,0,0,0,1900,-1900,9000,0,145.4262949,,,,,,,0
1/2/2017 21:00,0,0,5777.047333,577.7047333,577.7047333,0.01,47.39492,47.39492,47.39492,7475,0,0,0,0,1900,-1900,9000,0,115.5409467,,,,,,,0
1/2/2017 22:00,0,0,5532.016061,553.2016061,553.2016061,0.01,44.372,44.372,44.372,7475,0,0,0,0,1900,-1900,9000,0,110.6403212,,,,,,,0
1/2/2017 23:00,0,0,3493.568794,349.3568794,349.3568794,0.01,37.6714,37.6714,37.6714,7475,0,0,0,0,1900,-1900,9000,0,69.87137588,,,,,,,0
1/3/2017 0:00,0,0,2999.921204,299.9921204,299.9921204,0.01,35.79555,35.79555,35.79555,7475,0,0,0,0,1900,-1900,9000,0,59.99842408,,,,,,,0
1/3/2017 1:00,0,0,2877.699243,287.7699243,287.7699243,0.01,32.48679,32.48679,32.48679,7475,0,0,0,0,1900,-1900,9000,0,57.55398486,,,,,,,0
1/3/2017 2:00,0,0,2877.699242,287.7699242,287.7699242,0.01,30.73023,30.73023,30.73023,7475,0,0,0,0,1900,-1900,9000,0,57.55398484,,,,,,,0
1/3/2017 3:00,0,0,2877.699241,287.7699241,287.7699241,0.01,30.16759,30.16759,30.16759,7475,0,0,0,0,1900,-1900,9000,0,57.55398482,,,,,,,0
1/3/2017 4:00,0,0,3296.18823,329.618823,329.618823,0.01,29.5104,29.5104,29.5104,7475,0,0,0,0,1900,-1900,9000,0,65.9237646,,,,,,,0
1/3/2017 5:00,0,0,3317.411861,331.7411861,331.7411861,0.01,30.43013,30.43013,30.43013,7475,0,0,0,0,1900,-1900,9000,0,66.34823722,,,,,,,0
1/3/2017 6:00,0,0,3885.503706,388.5503706,388.5503706,0.01,35.68458,35.68458,35.68458,7475,0,0,0,0,1900,-1900,9000,0,77.71007412,,,,,,,0
1/3/2017 7:00,0,0,7153.312754,715.3312754,715.3312754,0.01,47.4776,47.4776,47.4776,7475,0,0,0,0,1900,-1900,9000,0,143.0662551,,,,,,,0
1/3/2017 8:00,0.083492,0.059390477,5178.231245,517.8231245,517.8231245,0.01,54.25481,54.25481,54.25481,7475,0,0,0,10,1900,-1900,9000,0,103.5646249,,,,,,,0
1/3/2017 9:00,0.4431325,0.114308735,10485.3149,1048.53149,1048.53149,0.01,46.06994,46.06994,46.06994,7475,0,0,0,10,1900,-1900,9000,0,209.706298,,,,,,,0
1/3/2017 10:00,0.73185,0.235780773,11530.08257,1153.008257,1153.008257,0.01,40.5139,40.5139,40.5139,7475,0,0,0,10,1900,-1900,9000,0,230.6016514,,,,,,,0
1/3/2017 11:00,0.907485,0.24054613,10509.75447,1050.975447,1050.975447,0.01,37.25872,37.25872,37.25872,7475,0,0,0,10,1900,-1900,9000,0,210.1950894,,,,,,,0
1/3/2017 12:00,0.999565,0.318141555,10647.93818,1064.793818,1064.793818,0.01,34.66882,34.66882,34.66882,7475,0,0,0,10,1900,-1900,9000,0,212.9587636,,,,,,,0
1/3/2017 13:00,1,0.532120341,10071.76693,1007.176693,1007.176693,0.01,31.94362,31.94362,31.94362,7475,0,0,0,10,1900,-1900,9000,0,201.4353386,,,,,,,0
1/3/2017 14:00,0.92927,0.590138734,10447.42639,1044.742639,1044.742639,0.01,34.14366,34.14366,34.14366,7475,0,0,0,10,1900,-1900,9000,0,208.9485278,,,,,,,0
1/3/2017 15:00,0.779165,0.376730976,10483.28477,1048.328477,1048.328477,0.01,38.10801,38.10801,38.10801,7475,0,0,0,10,1900,-1900,9000,0,209.6656954,,,,,,,0
1/3/2017 16:00,0.3629575,0.18950074,10414.67283,1041.467283,1041.467283,0.01,40.63462,40.63462,40.63462,7475,0,0,0,10,1900,-1900,9000,0,208.2934566,,,,,,,0
1/3/2017 17:00,0.231256,0.195902059,11061.85739,1106.185739,1106.185739,0.01,52.38117,52.38117,52.38117,7475,0,0,0,10,1900,-1900,9000,0,221.2371478,,,,,,,0
1/3/2017 18:00,0,0,10188.03518,1018.803518,1018.803518,0.01,62.64,62.64,62.64,7475,0,0,0,0,1900,-1900,9000,0,203.7607036,,,,,,,0
1/3/2017 19:00,0,0,8169.457533,816.9457533,816.9457533,0.01,65.6823,65.6823,65.6823,7475,0,0,0,0,1900,-1900,9000,0,163.3891507,,,,,,,0
1/3/2017 20:00,0,0,7472.412671,747.2412671,747.2412671,0.01,55.85,55.85,55.85,7475,0,0,0,0,1900,-1900,9000,0,149.4482534,,,,,,,0
1/3/2017 21:00,0,0,5769.584081,576.9584081,576.9584081,0.01,53.88402,53.88402,53.88402,7475,0,0,0,0,1900,-1900,9000,0,115.3916816,,,,,,,0
1/3/2017 22:00,0,0,5525.543294,552.5543294,552.5543294,0.01,47.26312,47.26312,47.26312,7475,0,0,0,0,1900,-1900,9000,0,110.5108659,,,,,,,0
1/3/2017 23:00,0,0,3493.568812,349.3568812,349.3568812,0.01,40.28186,40.28186,40.28186,7475,0,0,0,0,1900,-1900,9000,0,69.87137624,,,,,,,0
1/4/2017 0:00,0,0,2999.921219,299.9921219,299.9921219,0.01,36.98879,36.98879,36.98879,7475,0,0,0,0,1900,-1900,9000,0,59.99842438,,,,,,,0
1/4/2017 1:00,0,0,2877.699257,287.7699257,287.7699257,0.01,29.10839,29.10839,29.10839,7475,0,0,0,0,1900,-1900,9000,0,57.55398514,,,,,,,0
1/4/2017 2:00,0,0,2877.699258,287.7699258,287.7699258,0.01,28.67078,28.67078,28.67078,7475,0,0,0,0,1900,-1900,9000,0,57.55398516,,,,,,,0
1/4/2017 3:00,0,0,2877.69926,287.769926,287.769926,0.01,28.07981,28.07981,28.07981,7475,0,0,0,0,1900,-1900,9000,0,57.5539852,,,,,,,0
1/4/2017 4:00,0,0,2877.69926,287.769926,287.769926,0.01,27.07101,27.07101,27.07101,7475,0,0,0,0,1900,-1900,9000,0,57.5539852,,,,,,,0
1/4/2017 5:00,0,0,3282.668825,328.2668825,328.2668825,0.01,28.6839,28.6839,28.6839,7475,0,0,0,0,1900,-1900,9000,0,65.6533765,,,,,,,0
1/4/2017 6:00,0,0,3850.482687,385.0482687,385.0482687,0.01,36.9156,36.9156,36.9156,7475,0,0,0,0,1900,-1900,9000,0,77.00965374,,,,,,,0
1/4/2017 7:00,0,0,6920.366096,692.0366096,692.0366096,0.01,42.23654,42.23654,42.23654,7475,0,0,0,0,1900,-1900,9000,0,138.4073219,,,,,,,0
1/4/2017 8:00,0.082339,0.032081784,5182.810308,518.2810308,518.2810308,0.01,46.47642,46.47642,46.47642,7475,0,0,0,10,1900,-1900,9000,0,103.6562062,,,,,,,0
1/4/2017 9:00,0.4319505,0.074103872,10490.86554,1049.086554,1049.086554,0.01,40.04254,40.04254,40.04254,7475,0,0,0,10,1900,-1900,9000,0,209.8173108,,,,,,,0
1/4/2017 10:00,0.701395,0.320687013,10122.77868,1012.277868,1012.277868,0.01,36.1364,36.1364,36.1364,7475,0,0,0,10,1900,-1900,9000,0,202.4555736,,,,,,,0
1/4/2017 11:00,0.87049,0.366521965,9634.080148,963.4080148,963.4080148,0.01,34.80998,34.80998,34.80998,7475,0,0,0,10,1900,-1900,9000,0,192.681603,,,,,,,0
1/4/2017 12:00,0.954445,0.269612827,9633.557944,963.3557944,963.3557944,0.01,32.82721,32.82721,32.82721,7475,0,0,0,10,1900,-1900,9000,0,192.6711589,,,,,,,0
1/4/2017 13:00,0.933355,0.8562455,9134.176026,913.4176026,913.4176026,0.01,27.27671,27.27671,27.27671,7475,0,0,0,10,1900,-1900,9000,0,182.6835205,,,,,,,0
1/4/2017 14:00,0.871585,0.693465998,9631.231593,963.1231593,963.1231593,0.01,30.53334,30.53334,30.53334,7475,0,0,0,10,1900,-1900,9000,0,192.6246319,,,,,,,0
1/4/2017 15:00,0.7364,0.585745126,9630.51557,963.051557,963.051557,0.01,33.5615,33.5615,33.5615,7475,0,0,0,10,1900,-1900,9000,0,192.6103114,,,,,,,0
1/4/2017 16:00,0.52269,0.393509164,9630.479886,963.0479886,963.0479886,0.01,38.24504,38.24504,38.24504,7475,0,0,0,10,1900,-1900,9000,0,192.6095977,,,,,,,0
1/4/2017 17:00,0.227675,0.170261653,10375.97292,1037.597292,1037.597292,0.01,43.17972,43.17972,43.17972,7475,0,0,0,10,1900,-1900,9000,0,207.5194584,,,,,,,0
1/4/2017 18:00,0,0,9504.626361,950.4626361,950.4626361,0.01,53.36985,53.36985,53.36985,7475,0,0,0,0,1900,-1900,9000,0,190.0925272,,,,,,,0
1/4/2017 19:00,0,0,7512.091289,751.2091289,751.2091289,0.01,53.07194,53.07194,53.07194,7475,0,0,0,0,1900,-1900,9000,0,150.2418258,,,,,,,0
1/4/2017 20:00,0,0,7268.52116,726.852116,726.852116,0.01,46.89671,46.89671,46.89671,7475,0,0,0,0,1900,-1900,9000,0,145.3704232,,,,,,,0
1/4/2017 21:00,0,0,5775.059426,577.5059426,577.5059426,0.01,43.97157,43.97157,43.97157,7475,0,0,0,0,1900,-1900,9000,0,115.5011885,,,,,,,0
1/4/2017 22:00,0,0,5532.410298,553.2410298,553.2410298,0.01,40.8299,40.8299,40.8299,7475,0,0,0,0,1900,-1900,9000,0,110.648206,,,,,,,0
1/4/2017 23:00,0,0,3493.568829,349.3568829,349.3568829,0.01,37.67564,37.67564,37.67564,7475,0,0,0,0,1900,-1900,9000,0,69.87137658,,,,,,,0
1/5/2017 0:00,0,0,2999.921237,299.9921237,299.9921237,0.01,35.91017,35.91017,35.91017,7475,0,0,0,0,1900,-1900,9000,0,59.99842474,,,,,,,0
1/5/2017 1:00,0,0,2960.737028,296.0737028,296.0737028,0.01,29.76888,29.76888,29.76888,7475,0,0,0,0,1900,-1900,9000,0,59.21474056,,,,,,,0
1/5/2017 2:00,0,0,3267.968885,326.7968885,326.7968885,0.01,28.18162,28.18162,28.18162,7475,0,0,0,0,1900,-1900,9000,0,65.3593777,,,,,,,0
1/5/2017 3:00,0,0,3176.468078,317.6468078,317.6468078,0.01,27.43728,27.43728,27.43728,7475,0,0,0,0,1900,-1900,9000,0,63.52936156,,,,,,,0
1/5/2017 4:00,0,0,3249.516693,324.9516693,324.9516693,0.01,27.41202,27.41202,27.41202,7475,0,0,0,0,1900,-1900,9000,0,64.99033386,,,,,,,0
1/5/2017 5:00,0,0,3221.505511,322.1505511,322.1505511,0.01,28.38246,28.38246,28.38246,7475,0,0,0,0,1900,-1900,9000,0,64.43011022,,,,,,,0
1/5/2017 6:00,0,0,3795.955099,379.5955099,379.5955099,0.01,35.64766,35.64766,35.64766,7475,0,0,0,0,1900,-1900,9000,0,75.91910198,,,,,,,0
1/5/2017 7:00,0,0,6960.611256,696.0611256,696.0611256,0.01,40.92072,40.92072,40.92072,7475,0,0,0,0,1900,-1900,9000,0,139.2122251,,,,,,,0
1/5/2017 8:00,0.0673575,0.043538577,5199.778727,519.9778727,519.9778727,0.01,42.66624,42.66624,42.66624,7475,0,0,0,10,1900,-1900,9000,0,103.9955745,,,,,,,0
1/5/2017 9:00,0.417067,0.015935171,10506.26531,1050.626531,1050.626531,0.01,40.10763,40.10763,40.10763,7475,0,0,0,10,1900,-1900,9000,0,210.1253062,,,,,,,0
1/5/2017 10:00,0.690355,0.235942717,10137.294,1013.7294,1013.7294,0.01,37.33293,37.33293,37.33293,7475,0,0,0,10,1900,-1900,9000,0,202.74588,,,,,,,0
1/5/2017 11:00,0.84609,0.352778177,9647.460414,964.7460414,964.7460414,0.01,35.85339,35.85339,35.85339,7475,0,0,0,10,1900,-1900,9000,0,192.9492083,,,,,,,0
1/5/2017 12:00,0.93334,0.473209654,9645.899744,964.5899744,964.5899744,0.01,33.6885,33.6885,33.6885,7475,0,0,0,10,1900,-1900,9000,0,192.9179949,,,,,,,0
1/5/2017 13:00,0.9432,0.531993034,9148.822234,914.8822234,914.8822234,0.01,31.07497,31.07497,31.07497,7475,0,0,0,10,1900,-1900,9000,0,182.9764447,,,,,,,0
1/5/2017 14:00,0.89927,0.559166005,9647.373591,964.7373591,964.7373591,0.01,34.75526,34.75526,34.75526,7475,0,0,0,10,1900,-1900,9000,0,192.9474718,,,,,,,0
1/5/2017 15:00,0.75391,0.247375924,9639.649711,963.9649711,963.9649711,0.01,36.31062,36.31062,36.31062,7475,0,0,0,10,1900,-1900,9000,0,192.7929942,,,,,,,0
1/5/2017 16:00,0.53004,0.340261686,9635.745702,963.5745702,963.5745702,0.01,38.12934,38.12934,38.12934,7475,0,0,0,10,1900,-1900,9000,0,192.714914,,,,,,,0
1/5/2017 17:00,0.2248345,0.027420895,10380.58701,1038.058701,1038.058701,0.01,43.56052,43.56052,43.56052,7475,0,0,0,10,1900,-1900,9000,0,207.6117402,,,,,,,0
1/5/2017 18:00,0,0,9510.9848,951.09848,951.09848,0.01,53.33802,53.33802,53.33802,7475,0,0,0,0,1900,-1900,9000,0,190.219696,,,,,,,0
1/5/2017 19:00,0,0,7520.142838,752.0142838,752.0142838,0.01,51.32031,51.32031,51.32031,7475,0,0,0,0,1900,-1900,9000,0,150.4028568,,,,,,,0
1/5/2017 20:00,0,0,7276.353068,727.6353068,727.6353068,0.01,45.09028,45.09028,45.09028,7475,0,0,0,0,1900,-1900,9000,0,145.5270614,,,,,,,0
1/5/2017 21:00,0,0,5784.083935,578.4083935,578.4083935,0.01,42.07026,42.07026,42.07026,7475,0,0,0,0,1900,-1900,9000,0,115.6816787,,,,,,,0
1/5/2017 22:00,0,0,5543.521262,554.3521262,554.3521262,0.01,41.4031,41.4031,41.4031,7475,0,0,0,0,1900,-1900,9000,0,110.8704252,,,,,,,0
1/5/2017 23:00,0,0,3493.568844,349.3568844,349.3568844,0.01,36.9275,36.9275,36.9275,7475,0,0,0,0,1900,-1900,9000,0,69.87137688,,,,,,,0
1/6/2017 0:00,0,0,2999.921252,299.9921252,299.9921252,0.01,34.9488,34.9488,34.9488,7475,0,0,0,0,1900,-1900,9000,0,59.99842504,,,,,,,0
1/6/2017 1:00,0,0,3215.824434,321.5824434,321.5824434,0.01,27.53727,27.53727,27.53727,7475,0,0,0,0,1900,-1900,9000,0,64.31648868,,,,,,,0
1/6/2017 2:00,0,0,3143.05498,314.305498,314.305498,0.01,26.55816,26.55816,26.55816,7475,0,0,0,0,1900,-1900,9000,0,62.8610996,,,,,,,0
1/6/2017 3:00,0,0,3124.475524,312.4475524,312.4475524,0.01,25,25,25,7475,0,0,0,0,1900,-1900,9000,0,62.48951048,,,,,,,0
1/6/2017 4:00,0,0,2959.444069,295.9444069,295.9444069,0.01,25.94522,25.94522,25.94522,7475,0,0,0,0,1900,-1900,9000,0,59.18888138,,,,,,,0
1/6/2017 5:00,0,0,3019.812154,301.9812154,301.9812154,0.01,28.01638,28.01638,28.01638,7475,0,0,0,0,1900,-1900,9000,0,60.39624308,,,,,,,0
1/6/2017 6:00,0,0,3984.440597,398.4440597,398.4440597,0.01,33.94929,33.94929,33.94929,7475,0,0,0,0,1900,-1900,9000,0,79.68881194,,,,,,,0
1/6/2017 7:00,0,0,6998.981739,699.8981739,699.8981739,0.01,41.7519,41.7519,41.7519,7475,0,0,0,0,1900,-1900,9000,0,139.9796348,,,,,,,0
1/6/2017 8:00,0.0285139,0.006030781,5204.888372,520.4888372,520.4888372,0.01,46.07431,46.07431,46.07431,7475,0,0,0,10,1900,-1900,9000,0,104.0977674,,,,,,,0
1/6/2017 9:00,0.4090705,0.361873451,10504.12045,1050.412045,1050.412045,0.01,37.56966,37.56966,37.56966,7475,0,0,0,10,1900,-1900,9000,0,210.082409,,,,,,,0
1/6/2017 10:00,0.67317,0.016542032,10130.73939,1013.073939,1013.073939,0.01,31.91368,31.91368,31.91368,7475,0,0,0,10,1900,-1900,9000,0,202.6147878,,,,,,,0
1/6/2017 11:00,0.8397,0.432896276,9639.152179,963.9152179,963.9152179,0.01,19.4828,19.4828,19.4828,7475,0,0,0,10,1900,-1900,9000,0,192.7830436,,,,,,,0
1/6/2017 12:00,0.897515,0.724683021,9639.039602,963.9039602,963.9039602,0.01,20.00992,20.00992,20.00992,7713,0,0,0,10,1900,-1900,9000,0,192.780792,,,,,,,0
1/6/2017 13:00,0.90793,0.059814394,9136.273101,913.6273101,913.6273101,0.01,12.85703,12.85703,12.85703,7082,0,0,0,10,1900,-1900,9000,0,182.725462,,,,,,,0
1/6/2017 14:00,0.85029,0.671104837,9651.238381,965.1238381,965.1238381,0.01,25.25575,25.25575,25.25575,7183,0,0,0,10,1900,-1900,9000,0,193.0247676,,,,,,,0
1/6/2017 15:00,0.718525,0.69050497,9649.510792,964.9510792,964.9510792,0.01,28.40648,28.40648,28.40648,7121,0,0,0,10,1900,-1900,9000,0,192.9902158,,,,,,,0
1/6/2017 16:00,0.512945,0.479960579,9632.690591,963.2690591,963.2690591,0.01,34.94333,34.94333,34.94333,7175,0,0,0,10,1900,-1900,9000,0,192.6538118,,,,,,,0
1/6/2017 17:00,0.2223145,0.102814566,10375.35886,1037.535886,1037.535886,0.01,41.85387,41.85387,41.85387,6753,0,0,0,10,1900,-1900,9000,0,207.5071772,,,,,,,0
1/6/2017 18:00,0,0,9503.70179,950.370179,950.370179,0.01,56.25047,56.25047,56.25047,7114,0,0,0,0,1900,-1900,9000,0,190.0740358,,,,,,,0
1/6/2017 19:00,0,0,7511.175393,751.1175393,751.1175393,0.01,50.97816,50.97816,50.97816,8284,0,0,0,0,1900,-1900,9000,0,150.2235079,,,,,,,0
1/6/2017 20:00,0,0,7267.075686,726.7075686,726.7075686,0.01,47.54509,47.54509,47.54509,8092,0,0,0,0,1900,-1900,9000,0,145.3415137,,,,,,,0
1/6/2017 21:00,0,0,5772.540175,577.2540175,577.2540175,0.01,41.71988,41.71988,41.71988,7776,0,0,0,0,1900,-1900,9000,0,115.4508035,,,,,,,0
1/6/2017 22:00,0,0,5528.995441,552.8995441,552.8995441,0.01,39.09872,39.09872,39.09872,7163,0,0,0,0,1900,-1900,9000,0,110.5799088,,,,,,,0
1/6/2017 23:00,0,0,3493.568858,349.3568858,349.3568858,0.01,36.55131,36.55131,36.55131,6951,0,0,0,0,1900,-1900,9000,0,69.87137716,,,,,,,0
1/7/2017 0:00,0,0,2999.921265,299.9921265,299.9921265,0.01,34.24364,34.24364,34.24364,6441,0,0,0,0,1900,-1900,9000,0,59.9984253,,,,,,,0
1/7/2017 1:00,0,0,2379.29203,237.929203,237.929203,0.01,29.89646,29.89646,29.89646,5605,0,0,0,0,1900,-1900,9000,0,47.5858406,,,,,,,0
1/7/2017 2:00,0,0,2702.049987,270.2049987,270.2049987,0.01,28.05882,28.05882,28.05882,5543,0,0,0,0,1900,-1900,9000,0,54.04099974,,,,,,,0
1/7/2017 3:00,0,0,2769.721248,276.9721248,276.9721248,0.01,27.54738,27.54738,27.54738,5543,0,0,0,0,1900,-1900,9000,0,55.39442496,,,,,,,0
1/7/2017 4:00,0,0,2679.097043,267.9097043,267.9097043,0.01,27.93164,27.93164,27.93164,5543,0,0,0,0,1900,-1900,9000,0,53.58194086,,,,,,,0
1/7/2017 5:00,0,0,2876.109346,287.6109346,287.6109346,0.01,28.01289,28.01289,28.01289,5543,0,0,0,0,1900,-1900,9000,0,57.52218692,,,,,,,0
