Datetime (he),PV Gen (kW/rated kW),System Load (kW),EV fleet/1,Site Heating Load (BTU/hr),Site Cooling Load (BTU/hr),Site Load (kW),FR Price ($/kW),DA Price ($/kWh),Reg Up Price ($/kW),Reg Down Price ($/kW),Deferral Load (kW),NSR Price ($/kW),SR Price ($/kW),RA Active (y/n),VAR Reservation (%),POI: Max Export (kW),POI: Max Import (kW),Aggregate Energy Max (kWh),Aggregate Energy Min (kWh),Critical Load (kW),Battery: Charge Min (kW)/1,Battery: Charge Max (kW)/1,Battery: Energy Max (kWh)/1,Battery: Energy Min (kWh)/1,Battery: Discharge Min (kW)/1,Battery: Discharge Max (kW)/1,FR Reg Up Max (kW),FR Reg Up Min (kW),FR Reg Down Max (kW),FR Reg Down Min (kW),SR Max (kW),SR Min (kW),NSR Max (kW),NSR Min (kW),LF Reg Up Max (kW),LF Reg Up Min (kW),LF Reg Down Max (kW),LF Reg Down Min (kW),LF Down Price ($/kW),LF Up Price ($/kW),LF Energy Option Up (kWh/kW-hr),LF Energy Option Down (kWh/kW-hr)
1/1/17 1:00,0,4019.608554,40,80.39217108,120.5882566,0,0.01,32.141,32.141,32.141,7475,0,0,0,0,1900,-1900,9000,0,80.39217108,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/1/17 2:00,0,3738.652086,40,74.77304172,112.1595626,0,0.01,32.09331,32.09331,32.09331,7475,0,0,0,0,1900,-1900,9000,0,74.77304172,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/1/17 3:00,0,4054.570141,40,81.09140282,121.6371042,0,0.01,31.75182,31.75182,31.75182,7475,0,0,0,0,1900,-1900,9000,0,81.09140282,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/1/17 4:00,0,3703.137769,40,74.06275538,111.0941331,0,0.01,31.65485,31.65485,31.65485,7475,0,0,0,0,1900,-1900,9000,0,74.06275538,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/1/17 5:00,0,4141.420555,40,82.8284111,124.2426167,0,0.01,30.78625,30.78625,30.78625,7475,0,0,0,0,1900,-1900,9000,0,82.8284111,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/1/17 6:00,0,4050.901661,40,81.01803322,121.5270498,0,0.01,32.64,32.64,32.64,7475,0,0,0,0,1900,-1900,9000,0,81.01803322,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/1/17 7:00,0,4850.896901,40,97.01793802,145.526907,0,0.01,34.63289,34.63289,34.63289,7475,0,0,0,0,1900,-1900,9000,0,97.01793802,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/1/17 8:00,0.078231,4429.817908,40,88.59635816,132.8945372,0,0.01,34.95474,34.95474,34.95474,7475,0,0,0,10,1900,-1900,9000,0,88.59635816,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/1/17 9:00,0.415964,4572.633046,40,91.45266092,137.1789914,0,0.01,29.70845,29.70845,29.70845,7475,0,0,0,10,1900,-1900,9000,0,91.45266092,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/1/17 10:00,0.69657,3900.506753,40,78.01013506,117.0152026,0,0.01,17.09308,17.09308,17.09308,7475,0,0,0,10,1900,-1900,9000,0,78.01013506,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/1/17 11:00,0.880665,3787.672133,40,75.75344266,113.630164,0,0.01,9.23,9.23,9.23,7475,0,0,0,10,1900,-1900,9000,0,75.75344266,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/1/17 12:00,0.979825,3506.213565,40,70.1242713,105.186407,0,0.01,4.78,4.78,4.78,7475,0,0,0,10,1900,-1900,9000,0,70.1242713,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/1/17 13:00,0.994815,3934.668053,40,78.69336106,118.0400416,0,0.01,3.0651,3.0651,3.0651,7475,0,0,0,10,1900,-1900,9000,0,78.69336106,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/1/17 14:00,0.76356,3647.279507,40,72.94559014,109.4183852,0,0.01,2.74629,2.74629,2.74629,7475,0,0,0,10,1900,-1900,9000,0,72.94559014,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/1/17 15:00,0.76163,4060.574644,40,81.21149288,121.8172393,0,0.01,8.15473,8.15473,8.15473,7475,0,0,0,10,1900,-1900,9000,0,81.21149288,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/1/17 16:00,0.52506,3672.233699,40,73.44467398,110.167011,0,0.01,27.41489,27.41489,27.41489,7475,0,0,0,10,1900,-1900,9000,0,73.44467398,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/1/17 17:00,0.210031,4710.773492,40,94.21546984,141.3232048,0,0.01,36.04143,36.04143,36.04143,7475,0,0,0,10,1900,-1900,9000,0,94.21546984,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/1/17 18:00,0,4888.333553,40,97.76667106,146.6500066,0,0.01,50.59049,50.59049,50.59049,7475,0,0,0,0,1900,-1900,9000,0,97.76667106,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/1/17 19:00,0,5180.458057,40,103.6091611,155.4137417,0,0.01,51.07051,51.07051,51.07051,7475,0,0,0,0,1900,-1900,9000,0,103.6091611,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/1/17 20:00,0,4584.224275,40,91.6844855,137.5267283,0,0.01,45.38316,45.38316,45.38316,7475,0,0,0,0,1900,-1900,9000,0,91.6844855,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/1/17 21:00,0,4890.245882,40,97.80491764,146.7073765,0,0.01,40.96986,40.96986,40.96986,7475,0,0,0,0,1900,-1900,9000,0,97.80491764,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/1/17 22:00,0,4297.806113,40,85.95612226,128.9341834,0,0.01,43.56135,43.56135,43.56135,7475,0,0,0,0,1900,-1900,9000,0,85.95612226,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/1/17 23:00,0,4356.664512,40,87.13329024,130.6999354,0,0.01,37.55981,37.55981,37.55981,7475,0,0,0,0,1900,-1900,9000,0,87.13329024,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/2/17 0:00,0,3781.996185,40,75.6399237,113.4598856,0,0.01,34.47645,34.47645,34.47645,7475,0,0,0,0,1900,-1900,9000,0,75.6399237,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/2/17 1:00,0,4460.599365,40,89.2119873,133.817981,0,0.01,31.14284,31.14284,31.14284,7475,0,0,0,0,1900,-1900,9000,0,89.2119873,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/2/17 2:00,0,4140.337189,40,82.80674378,124.2101157,0,0.01,30.46592,30.46592,30.46592,7475,0,0,0,0,1900,-1900,9000,0,82.80674378,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/2/17 3:00,0,4441.120561,40,88.82241122,133.2336168,0,0.01,28.94514,28.94514,28.94514,7475,0,0,0,0,1900,-1900,9000,0,88.82241122,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/2/17 4:00,0,4124.243146,40,82.48486292,123.7272944,0,0.01,28.25863,28.25863,28.25863,7475,0,0,0,0,1900,-1900,9000,0,82.48486292,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/2/17 5:00,0,4542.13495,40,90.842699,136.2640485,0,0.01,29.50415,29.50415,29.50415,7475,0,0,0,0,1900,-1900,9000,0,90.842699,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/2/17 6:00,0,4725.139159,40,94.50278318,141.7541748,0,0.01,32.90695,32.90695,32.90695,7475,0,0,0,0,1900,-1900,9000,0,94.50278318,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/2/17 7:00,0,6870.120292,40,137.4024058,206.1036088,0,0.01,34.38349,34.38349,34.38349,7475,0,0,0,0,1900,-1900,9000,0,137.4024058,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/2/17 8:00,0.077027,5235.845867,40,104.7169173,157.075376,0,0.01,35.51462,35.51462,35.51462,7475,0,0,0,10,1900,-1900,9000,0,104.7169173,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/2/17 9:00,0.4210115,10537.25054,40,210.7450108,316.1175162,0,0.01,36.06786,36.06786,36.06786,7475,0,0,0,10,1900,-1900,9000,0,210.7450108,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/2/17 10:00,0.69586,10160.55551,40,203.2111102,304.8166653,0,0.01,33.04214,33.04214,33.04214,7475,0,0,0,10,1900,-1900,9000,0,203.2111102,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/2/17 11:00,0.87098,9652.977457,40,193.0595491,289.5893237,0,0.01,30.66526,30.66526,30.66526,7475,0,0,0,10,1900,-1900,9000,0,193.0595491,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/2/17 12:00,0.96287,9649.857414,40,192.9971483,289.4957224,0,0.01,30.52396,30.52396,30.52396,7475,0,0,0,10,1900,-1900,9000,0,192.9971483,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/2/17 13:00,0.973835,9156.603572,40,183.1320714,274.6981072,0,0.01,26.6848,26.6848,26.6848,7475,0,0,0,10,1900,-1900,9000,0,183.1320714,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/2/17 14:00,0.91635,9653.800974,40,193.0760195,289.6140292,0,0.01,27.51277,27.51277,27.51277,7475,0,0,0,10,1900,-1900,9000,0,193.0760195,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/2/17 15:00,0.7645,9644.672324,40,192.8934465,289.3401697,0,0.01,30.49402,30.49402,30.49402,7475,0,0,0,10,1900,-1900,9000,0,192.8934465,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/2/17 16:00,0.531875,9634.341,40,192.68682,289.03023,0,0.01,35,35,35,7475,0,0,0,10,1900,-1900,9000,0,192.68682,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/2/17 17:00,0.218492,10380.25356,40,207.6050712,311.4076068,0,0.01,41.19692,41.19692,41.19692,7475,0,0,0,10,1900,-1900,9000,0,207.6050712,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/2/17 18:00,0,9509.287646,40,190.1857529,285.2786294,0,0.01,53.94316,53.94316,53.94316,7475,0,0,0,0,1900,-1900,9000,0,190.1857529,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/2/17 19:00,0,7516.196098,40,150.323922,225.4858829,0,0.01,56.2427,56.2427,56.2427,7475,0,0,0,0,1900,-1900,9000,0,150.323922,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/2/17 20:00,0,7271.314744,40,145.4262949,218.1394423,0,0.01,52.82185,52.82185,52.82185,7475,0,0,0,0,1900,-1900,9000,0,145.4262949,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/2/17 21:00,0,5777.047333,40,115.5409467,173.31142,0,0.01,47.39492,47.39492,47.39492,7475,0,0,0,0,1900,-1900,9000,0,115.5409467,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/2/17 22:00,0,5532.016061,40,110.6403212,165.9604818,0,0.01,44.372,44.372,44.372,7475,0,0,0,0,1900,-1900,9000,0,110.6403212,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/2/17 23:00,0,3493.568794,40,69.87137588,104.8070638,0,0.01,37.6714,37.6714,37.6714,7475,0,0,0,0,1900,-1900,9000,0,69.87137588,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/3/17 0:00,0,2999.921204,40,59.99842408,89.99763612,0,0.01,35.79555,35.79555,35.79555,7475,0,0,0,0,1900,-1900,9000,0,59.99842408,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/3/17 1:00,0,2877.699243,40,57.55398486,86.33097729,0,0.01,32.48679,32.48679,32.48679,7475,0,0,0,0,1900,-1900,9000,0,57.55398486,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/3/17 2:00,0,2877.699242,40,57.55398484,86.33097726,0,0.01,30.73023,30.73023,30.73023,7475,0,0,0,0,1900,-1900,9000,0,57.55398484,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/3/17 3:00,0,2877.699241,40,57.55398482,86.33097723,0,0.01,30.16759,30.16759,30.16759,7475,0,0,0,0,1900,-1900,9000,0,57.55398482,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/3/17 4:00,0,3296.18823,40,65.9237646,98.8856469,0,0.01,29.5104,29.5104,29.5104,7475,0,0,0,0,1900,-1900,9000,0,65.9237646,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/3/17 5:00,0,3317.411861,40,66.34823722,99.52235583,0,0.01,30.43013,30.43013,30.43013,7475,0,0,0,0,1900,-1900,9000,0,66.34823722,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/3/17 6:00,0,3885.503706,40,77.71007412,116.5651112,0,0.01,35.68458,35.68458,35.68458,7475,0,0,0,0,1900,-1900,9000,0,77.71007412,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/3/17 7:00,0,7153.312754,40,143.0662551,214.5993826,0,0.01,47.4776,47.4776,47.4776,7475,0,0,0,0,1900,-1900,9000,0,143.0662551,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/3/17 8:00,0.083492,5178.231245,40,103.5646249,155.3469374,0,0.01,54.25481,54.25481,54.25481,7475,0,0,0,10,1900,-1900,9000,0,103.5646249,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/3/17 9:00,0.4431325,10485.3149,40,209.706298,314.559447,0,0.01,46.06994,46.06994,46.06994,7475,0,0,0,10,1900,-1900,9000,0,209.706298,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/3/17 10:00,0.73185,11530.08257,40,230.6016514,345.9024771,0,0.01,40.5139,40.5139,40.5139,7475,0,0,0,10,1900,-1900,9000,0,230.6016514,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/3/17 11:00,0.907485,10509.75447,40,210.1950894,315.2926341,0,0.01,37.25872,37.25872,37.25872,7475,0,0,0,10,1900,-1900,9000,0,210.1950894,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/3/17 12:00,0.999565,10647.93818,40,212.9587636,319.4381454,0,0.01,34.66882,34.66882,34.66882,7475,0,0,0,10,1900,-1900,9000,0,212.9587636,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/3/17 13:00,1,10071.76693,40,201.4353386,302.1530079,0,0.01,31.94362,31.94362,31.94362,7475,0,0,0,10,1900,-1900,9000,0,201.4353386,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/3/17 14:00,0.92927,10447.42639,40,208.9485278,313.4227917,0,0.01,34.14366,34.14366,34.14366,7475,0,0,0,10,1900,-1900,9000,0,208.9485278,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/3/17 15:00,0.779165,10483.28477,40,209.6656954,314.4985431,0,0.01,38.10801,38.10801,38.10801,7475,0,0,0,10,1900,-1900,9000,0,209.6656954,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/3/17 16:00,0.3629575,10414.67283,40,208.2934566,312.4401849,0,0.01,40.63462,40.63462,40.63462,7475,0,0,0,10,1900,-1900,9000,0,208.2934566,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/3/17 17:00,0.231256,11061.85739,40,221.2371478,331.8557217,0,0.01,52.38117,52.38117,52.38117,7475,0,0,0,10,1900,-1900,9000,0,221.2371478,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/3/17 18:00,0,10188.03518,40,203.7607036,305.6410554,0,0.01,62.64,62.64,62.64,7475,0,0,0,0,1900,-1900,9000,0,203.7607036,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/3/17 19:00,0,8169.457533,40,163.3891507,245.083726,0,0.01,65.6823,65.6823,65.6823,7475,0,0,0,0,1900,-1900,9000,0,163.3891507,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/3/17 20:00,0,7472.412671,40,149.4482534,224.1723801,0,0.01,55.85,55.85,55.85,7475,0,0,0,0,1900,-1900,9000,0,149.4482534,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/3/17 21:00,0,5769.584081,40,115.3916816,173.0875224,0,0.01,53.88402,53.88402,53.88402,7475,0,0,0,0,1900,-1900,9000,0,115.3916816,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/3/17 22:00,0,5525.543294,40,110.5108659,165.7662988,0,0.01,47.26312,47.26312,47.26312,7475,0,0,0,0,1900,-1900,9000,0,110.5108659,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/3/17 23:00,0,3493.568812,40,69.87137624,104.8070644,0,0.01,40.28186,40.28186,40.28186,7475,0,0,0,0,1900,-1900,9000,0,69.87137624,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/4/17 0:00,0,2999.921219,40,59.99842438,89.99763657,0,0.01,36.98879,36.98879,36.98879,7475,0,0,0,0,1900,-1900,9000,0,59.99842438,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/4/17 1:00,0,2877.699257,40,57.55398514,86.33097771,0,0.01,29.10839,29.10839,29.10839,7475,0,0,0,0,1900,-1900,9000,0,57.55398514,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/4/17 2:00,0,2877.699258,40,57.55398516,86.33097774,0,0.01,28.67078,28.67078,28.67078,7475,0,0,0,0,1900,-1900,9000,0,57.55398516,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/4/17 3:00,0,2877.69926,40,57.5539852,86.3309778,0,0.01,28.07981,28.07981,28.07981,7475,0,0,0,0,1900,-1900,9000,0,57.5539852,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/4/17 4:00,0,2877.69926,40,57.5539852,86.3309778,0,0.01,27.07101,27.07101,27.07101,7475,0,0,0,0,1900,-1900,9000,0,57.5539852,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/4/17 5:00,0,3282.668825,40,65.6533765,98.48006475,0,0.01,28.6839,28.6839,28.6839,7475,0,0,0,0,1900,-1900,9000,0,65.6533765,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/4/17 6:00,0,3850.482687,40,77.00965374,115.5144806,0,0.01,36.9156,36.9156,36.9156,7475,0,0,0,0,1900,-1900,9000,0,77.00965374,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/4/17 7:00,0,6920.366096,40,138.4073219,207.6109829,0,0.01,42.23654,42.23654,42.23654,7475,0,0,0,0,1900,-1900,9000,0,138.4073219,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/4/17 8:00,0.082339,5182.810308,40,103.6562062,155.4843092,0,0.01,46.47642,46.47642,46.47642,7475,0,0,0,10,1900,-1900,9000,0,103.6562062,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/4/17 9:00,0.4319505,10490.86554,40,209.8173108,314.7259662,0,0.01,40.04254,40.04254,40.04254,7475,0,0,0,10,1900,-1900,9000,0,209.8173108,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/4/17 10:00,0.701395,10122.77868,40,202.4555736,303.6833604,0,0.01,36.1364,36.1364,36.1364,7475,0,0,0,10,1900,-1900,9000,0,202.4555736,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/4/17 11:00,0.87049,9634.080148,40,192.681603,289.0224044,0,0.01,34.80998,34.80998,34.80998,7475,0,0,0,10,1900,-1900,9000,0,192.681603,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/4/17 12:00,0.954445,9633.557944,40,192.6711589,289.0067383,0,0.01,32.82721,32.82721,32.82721,7475,0,0,0,10,1900,-1900,9000,0,192.6711589,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/4/17 13:00,0.933355,9134.176026,40,182.6835205,274.0252808,0,0.01,27.27671,27.27671,27.27671,7475,0,0,0,10,1900,-1900,9000,0,182.6835205,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/4/17 14:00,0.871585,9631.231593,40,192.6246319,288.9369478,0,0.01,30.53334,30.53334,30.53334,7475,0,0,0,10,1900,-1900,9000,0,192.6246319,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/4/17 15:00,0.7364,9630.51557,40,192.6103114,288.9154671,0,0.01,33.5615,33.5615,33.5615,7475,0,0,0,10,1900,-1900,9000,0,192.6103114,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/4/17 16:00,0.52269,9630.479886,40,192.6095977,288.9143966,0,0.01,38.24504,38.24504,38.24504,7475,0,0,0,10,1900,-1900,9000,0,192.6095977,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/4/17 17:00,0.227675,10375.97292,40,207.5194584,311.2791876,0,0.01,43.17972,43.17972,43.17972,7475,0,0,0,10,1900,-1900,9000,0,207.5194584,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/4/17 18:00,0,9504.626361,40,190.0925272,285.1387908,0,0.01,53.36985,53.36985,53.36985,7475,0,0,0,0,1900,-1900,9000,0,190.0925272,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/4/17 19:00,0,7512.091289,40,150.2418258,225.3627387,0,0.01,53.07194,53.07194,53.07194,7475,0,0,0,0,1900,-1900,9000,0,150.2418258,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/4/17 20:00,0,7268.52116,40,145.3704232,218.0556348,0,0.01,46.89671,46.89671,46.89671,7475,0,0,0,0,1900,-1900,9000,0,145.3704232,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/4/17 21:00,0,5775.059426,40,115.5011885,173.2517828,0,0.01,43.97157,43.97157,43.97157,7475,0,0,0,0,1900,-1900,9000,0,115.5011885,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/4/17 22:00,0,5532.410298,40,110.648206,165.9723089,0,0.01,40.8299,40.8299,40.8299,7475,0,0,0,0,1900,-1900,9000,0,110.648206,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/4/17 23:00,0,3493.568829,40,69.87137658,104.8070649,0,0.01,37.67564,37.67564,37.67564,7475,0,0,0,0,1900,-1900,9000,0,69.87137658,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/5/17 0:00,0,2999.921237,40,59.99842474,89.99763711,0,0.01,35.91017,35.91017,35.91017,7475,0,0,0,0,1900,-1900,9000,0,59.99842474,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/5/17 1:00,0,2960.737028,40,59.21474056,88.82211084,0,0.01,29.76888,29.76888,29.76888,7475,0,0,0,0,1900,-1900,9000,0,59.21474056,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/5/17 2:00,0,3267.968885,40,65.3593777,98.03906655,0,0.01,28.18162,28.18162,28.18162,7475,0,0,0,0,1900,-1900,9000,0,65.3593777,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/5/17 3:00,0,3176.468078,40,63.52936156,95.29404234,0,0.01,27.43728,27.43728,27.43728,7475,0,0,0,0,1900,-1900,9000,0,63.52936156,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/5/17 4:00,0,3249.516693,40,64.99033386,97.48550079,0,0.01,27.41202,27.41202,27.41202,7475,0,0,0,0,1900,-1900,9000,0,64.99033386,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/5/17 5:00,0,3221.505511,40,64.43011022,96.64516533,0,0.01,28.38246,28.38246,28.38246,7475,0,0,0,0,1900,-1900,9000,0,64.43011022,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/5/17 6:00,0,3795.955099,40,75.91910198,113.878653,0,0.01,35.64766,35.64766,35.64766,7475,0,0,0,0,1900,-1900,9000,0,75.91910198,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/5/17 7:00,0,6960.611256,40,139.2122251,208.8183377,0,0.01,40.92072,40.92072,40.92072,7475,0,0,0,0,1900,-1900,9000,0,139.2122251,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/5/17 8:00,0.0673575,5199.778727,40,103.9955745,155.9933618,0,0.01,42.66624,42.66624,42.66624,7475,0,0,0,10,1900,-1900,9000,0,103.9955745,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/5/17 9:00,0.417067,10506.26531,40,210.1253062,315.1879593,0,0.01,40.10763,40.10763,40.10763,7475,0,0,0,10,1900,-1900,9000,0,210.1253062,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/5/17 10:00,0.690355,10137.294,40,202.74588,304.11882,0,0.01,37.33293,37.33293,37.33293,7475,0,0,0,10,1900,-1900,9000,0,202.74588,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/5/17 11:00,0.84609,9647.460414,40,192.9492083,289.4238124,0,0.01,35.85339,35.85339,35.85339,7475,0,0,0,10,1900,-1900,9000,0,192.9492083,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/5/17 12:00,0.93334,9645.899744,40,192.9179949,289.3769923,0,0.01,33.6885,33.6885,33.6885,7475,0,0,0,10,1900,-1900,9000,0,192.9179949,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/5/17 13:00,0.9432,9148.822234,40,182.9764447,274.464667,0,0.01,31.07497,31.07497,31.07497,7475,0,0,0,10,1900,-1900,9000,0,182.9764447,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/5/17 14:00,0.89927,9647.373591,40,192.9474718,289.4212077,0,0.01,34.75526,34.75526,34.75526,7475,0,0,0,10,1900,-1900,9000,0,192.9474718,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/5/17 15:00,0.75391,9639.649711,40,192.7929942,289.1894913,0,0.01,36.31062,36.31062,36.31062,7475,0,0,0,10,1900,-1900,9000,0,192.7929942,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
1/5/17 16:00,0.53004,9635.745702,40,192.714914,289.0723711,0,0.01,38.12934,38.12934,38.12934,7475,0,0,0,10,1900,-1900,9000,0,192.714914,0,30,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,
